tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,mortality_day,final_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,inf
287,daphnia,15,0,15,1,,,,4/11/22,NA,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0
289,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,1,7,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,0
290,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,1,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,0
291,daphnia,15,0,15,1,,,,,5/17/22,5/17/22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1
292,daphnia,15,0,15,1,,,,,4/15/22,4/15/22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,0
294,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,0
295,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,8,0,0,NA,NA,NA,NA,NA,NA,0
296,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,NA,0
297,daphnia,15,0,15,1,,,,4/11/22,NA,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,0
299,daphnia,15,0,15,1,,,,,5/20/22,5/20/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1
300,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,0
301,daphnia,15,0,15,1,,,,,5/19/22,5/19/22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1
302,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,0
303,daphnia,15,0,15,1,,,,,5/13/22,5/13/22,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
304,daphnia,15,0,15,1,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
305,daphnia,15,0,15,1,,,,,4/14/22,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,6,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,0
307,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0
308,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,0
309,daphnia,15,0,15,1,,,,,5/13/22,5/13/22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
310,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,5,2,0,0,0,10,NA,NA,NA,NA,NA,NA,0
311,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,5,0,0,0,0,5,1,0,0,0,4,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,0
312,daphnia,15,0,15,1,,,,,5/7/22,5/7/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
313,daphnia,15,0,15,1,,,,,4/14/22,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,4,7,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,0
315,daphnia,15,0,15,1,,,,,5/17/22,5/17/22,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1
316,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,0
317,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,6,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,0
318,daphnia,15,0,15,1,,,,,5/19/22,5/19/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1
319,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,0
320,daphnia,15,0,15,1,,,,,5/18/22,5/18/22,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1
321,daphnia,15,0,15,1,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
322,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,0
323,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,0
324,daphnia,15,0,15,1,,,,,5/22/22,5/22/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
325,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,0
326,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,0
327,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,5,1,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,0
328,daphnia,15,0,15,1,,,,,5/12/22,5/12/22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
329,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,0
330,daphnia,15,0,15,1,,1,,5/18/22,,5/18/22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,0
331,daphnia,20,0,20,0.1,,,,5/21/22,NA,5/21/22,0,0,0,0,0,5,0,0,3,0,0,4,0,0,6,0,0,6,0,0,6,0,0,4,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,NA,NA,NA,NA
332,daphnia,20,0,20,0.1,,,,,5/19/22,5/19/22,0,0,0,0,2,0,0,5,0,0,4,0,0,5,0,0,5,0,0,5,1,0,6,0,0,3,0,0,0,0,0,5,0,1,4,0,0,0,1,0,NA,NA,NA,NA,0
333,daphnia,20,0,20,0.1,,,,,5/22/22,5/22/22,0,0,0,0,4,0,0,5,0,0,5,0,0,5,0,0,6,0,0,5,0,0,0,6,0,0,4,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,4,NA,0
334,daphnia,20,0,20,0.1,,,,,5/23/22,5/23/22,0,0,0,0,4,0,0,4,0,0,4,0,0,0,5,0,5,0,0,0,5,0,0,6,0,0,6,0,0,4,0,0,6,0,0,5,0,0,0,6,0,0,3,0,0
335,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,3,0,0,3,0,0,3,0,0,4,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
336,daphnia,20,0,20,0.1,,,,,5/16/22,5/16/22,0,0,0,0,0,2,0,0,2,0,0,4,0,0,4,0,0,6,0,0,4,0,0,5,0,0,6,0,0,4,0,0,4,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,0
337,daphnia,20,0,20,0.1,,,1,4/23/22,NA,4/23/22,0,0,0,0,0,4,0,0,4,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
338,daphnia,20,0,20,0.1,,,,,5/23/22,5/23/22,0,0,0,0,4,0,0,2,0,0,0,4,0,0,4,0,0,5,0,0,5,0,0,0,0,0,5,0,0,3,0,0,6,0,0,5,0,0,0,4,0,0,4,0,0
339,daphnia,20,0,20,0.1,,,,4/21/22,NA,4/21/22,0,0,0,0,4,0,0,3,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,daphnia,20,0,20,0.1,,,,,5/22/22,5/22/22,0,0,0,0,0,4,0,0,4,0,0,3,0,0,3,0,0,4,0,0,5,0,0,6,0,0,5,0,0,2,0,0,5,0,0,4,0,0,0,5,0,0,0,NA,0
341,daphnia,20,0,20,0.1,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,0,0,5,0,0,6,0,0,4,0,0,5,0,0,3,0,0,0,4,0,0,3,NA,NA,0
342,daphnia,20,0,20,0.1,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
343,daphnia,20,0,20,0.1,,,,,5/23/22,5/23/22,0,0,0,0,0,2,0,0,4,0,0,3,0,0,4,1,0,6,0,0,5,0,0,0,1,0,4,0,0,0,4,0,0,6,0,0,4,0,0,5,0,0,3,0,0
344,daphnia,20,0,20,0.1,,,,,5/23/22,5/23/22,0,0,0,0,0,3,0,0,5,0,0,4,0,0,6,0,0,6,0,0,6,0,0,5,0,1,5,0,0,3,0,0,6,0,0,5,0,0,5,0,0,0,3,0,0
345,daphnia,20,0,20,0.1,,,,,5/23/22,5/23/22,0,0,0,0,4,0,0,3,0,0,4,0,0,4,0,0,5,0,0,0,5,0,0,6,0,0,5,0,0,2,0,0,4,0,0,3,0,0,5,0,0,0,4,0,0
346,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,1,0,0,3,0,0,4,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
347,daphnia,20,0,20,0.1,,,,,4/30/22,4/30/22,0,0,0,0,0,4,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
348,daphnia,20,0,20,0.1,,,,,4/23/22,4/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
349,daphnia,20,0,20,0.1,,,,,5/2/22,5/2/22,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
350,daphnia,20,0,20,0.1,,,,,4/28/22,4/28/22,0,0,0,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
351,daphnia,20,0,20,0.1,,,,,5/1/22,5/1/22,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
352,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,3,0,0,4,0,0,3,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
353,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
354,daphnia,20,0,20,0.1,,,,,4/27/22,4/27/22,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
355,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
356,daphnia,20,0,20,0.1,,,,,4/30/22,4/30/22,0,0,0,0,0,4,0,0,2,0,0,5,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
357,daphnia,20,0,20,0.1,1,,,,4/20/22,4/20/22,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
358,daphnia,20,0,20,0.1,1,1,,4/30/22,NA,4/30/22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
359,daphnia,20,0,20,0.1,1,,,,4/24/22,4/24/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
360,daphnia,20,0,20,0.1,,,,4/20/22,NA,4/20/22,0,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,daphnia,20,0,20,0.1,,1,,5/19/22,NA,5/19/22,0,0,0,0,3,0,0,2,0,0,4,0,0,4,0,0,5,0,0,5,0,0,4,0,0,4,0,0,4,0,0,4,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,0
362,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,2,0,0,3,0,0,4,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
363,daphnia,20,0,20,0.1,,,,,4/24/22,4/24/22,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
364,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
365,daphnia,20,0,20,0.1,,,,,4/30/22,4/30/22,0,0,0,0,0,1,0,3,0,0,4,0,0,6,0,0,3,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
366,daphnia,20,0,20,0.1,,1,,5/18/22,NA,5/18/22,0,0,0,0,0,3,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,5,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,0
367,daphnia,20,0,20,0.1,,,,,4/16/22,4/16/22,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,daphnia,20,0,20,0.1,1,,,,4/23/22,4/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
369,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,2,0,0,4,0,0,4,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
370,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,2,0,0,2,0,0,4,0,0,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,daphnia,20,0,20,0.1,,,,,4/23/22,4/23/22,0,0,0,0,0,2,0,0,3,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
372,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
373,daphnia,20,0,20,0.1,,,,,4/22/22,4/22/22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
374,daphnia,20,0,20,0.1,,,,,4/22/22,4/22/22,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
375,daphnia,20,0,20,0.1,,,,,4/29/22,4/29/22,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,daphnia,20,0,20,0.5,,,,,5/21/22,5/21/22,0,0,0,0,0,2,0,0,5,0,0,6,0,0,0,0,8,0,0,10,0,0,9,0,0,9,0,0,13,0,0,14,0,0,12,0,0,12,0,0,14,0,NA,NA,0
377,daphnia,20,0,20,0.5,,,,,5/21/22,5/21/22,0,0,0,0,0,0,0,0,4,0,0,1,0,0,7,0,1,8,0,0,9,0,0,1,0,11,0,0,12,0,0,14,0,0,2,0,0,14,0,0,14,0,NA,NA,0
378,daphnia,20,0,20,0.5,,,1,4/15/22,NA,4/15/22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,daphnia,20,0,20,0.5,,,,,5/23/22,5/23/22,0,0,0,0,0,2,0,0,6,0,0,7,0,0,5,0,0,7,0,0,11,0,0,10,0,0,12,0,0,11,0,0,15,0,0,13,0,0,11,0,0,7,0,0,0
380,daphnia,20,0,20,0.5,,,,,5/23/22,5/23/22,0,0,0,0,0,4,0,0,7,0,0,7,0,0,7,0,0,0,0,0,0,0,0,11,0,0,11,0,0,10,0,0,11,0,0,11,0,0,12,0,0,13,0,0,0
381,daphnia,20,0,20,0.5,1,1,,5/1/22,NA,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
382,daphnia,20,0,20,0.5,,1,,5/23/22,NA,5/23/22,0,0,0,0,0,0,0,0,0,0,0,2,0,7,7,0,5,0,0,4,0,0,10,0,0,9,0,0,0,0,0,14,0,0,10,0,0,10,0,0,9,0,0,NA,0
383,daphnia,20,0,20,0.5,,,,,4/23/22,4/23/22,0,0,0,0,0,3,0,0,7,0,7,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
384,daphnia,20,0,20,0.5,,,,,5/21/22,5/21/22,0,0,0,0,0,1,0,4,0,0,7,0,0,5,0,0,6,0,0,8,0,0,8,0,0,9,1,0,11,1,0,11,0,0,10,0,0,9,0,0,7,0,NA,NA,0
385,daphnia,20,0,20,0.5,,,,,4/24/22,4/24/22,0,0,0,0,0,0,5,0,0,7,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
