tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,mortality_day,final_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,inf
671,cerio,20,0,20,1,,,,,4/22/22,4/22/22,0,0,1,0,0,4,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
672,cerio,20,0,20,1,,,,,4/20/22,4/20/22,0,0,0,2,0,0,3,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
673,cerio,20,0,20,1,,,,,4/30/22,4/30/22,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
674,cerio,20,0,20,1,,,,,4/23/22,4/23/22,0,0,0,2,0,0,2,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
675,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,2,0,3,0,0,2,0,2,0,0,4,0,0,3,0,3,0,0,4,0,6,0,1,2,0,0,3,0,0,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
678,cerio,20,0,20,1,,,,5/15/22,NA,5/15/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,cerio,20,0,20,1,,,,,4/20/22,4/20/22,0,0,0,0,0,0,0,2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
680,cerio,20,0,20,1,,,,,4/23/22,4/23/22,0,0,0,0,2,0,0,0,0,3,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
681,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,1,0,1,0,0,4,0,4,0,0,5,1,0,5,0,0,5,0,2,0,0,4,0,0,1,0,4,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,0
682,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,0,0,3,0,0,2,0,0,3,0,3,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
683,cerio,20,0,20,1,,,,,5/2/22,5/2/22,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
684,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,1,0,0,2,0,4,0,0,6,0,4,0,0,3,0,0,5,0,5,0,0,4,0,0,4,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,0
685,cerio,20,0,20,1,,,,,4/20/22,4/20/22,0,0,0,2,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
686,cerio,20,0,20,1,,,,,4/24/22,4/24/22,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
687,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,1,1,3,0,0,2,0,0,5,0,1,0,0,3,0,0,3,0,4,0,0,5,0,0,6,0,3,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
688,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,2,2,3,1,0,5,0,2,0,0,4,0,4,0,0,5,0,0,6,0,0,6,0,2,0,0,4,0,0,3,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0
689,cerio,20,0,20,1,,,,,4/20/22,4/20/22,0,0,0,0,2,0,2,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
690,cerio,20,0,20,1,,,,,4/22/22,4/22/22,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
691,cerio,20,0,20,1,,,,4/21/22,NA,4/21/22,0,0,0,2,0,4,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,cerio,20,0,20,1,,,,,4/23/22,4/23/22,0,0,0,2,0,0,3,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
693,cerio,20,0,20,1,,,,,4/21/22,4/21/22,0,0,0,2,0,0,3,0,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
694,cerio,20,0,20,1,,,,,4/30/22,4/30/22,0,0,0,0,1,0,0,4,0,3,0,0,1,0,0,3,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
695,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,2,0,0,2,0,0,0,1,0,0,0,3,0,3,0,0,4,0,0,1,0,3,0,0,2,0,1,3,0,0,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,0
696,cerio,20,0,20,1,,,,4/21/22,NA,4/21/22,0,0,0,0,0,0,1,0,0,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,0,2,0,0,2,0,4,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0
698,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
699,cerio,20,0,20,1,,,,4/28/22,NA,4/28/22,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,cerio,20,0,20,1,,1,,5/17/22,NA,5/17/22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
701,cerio,25,0,25,1,,,,,4/20/22,4/20/22,0,3,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
702,cerio,25,0,25,1,,1,,5/17/22,NA,5/17/22,0,0,3,0,0,4,0,4,0,8,0,5,0,2,0,0,0,3,0,1,0,0,0,0,2,3,0,2,0,0,1,0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
703,cerio,25,0,25,1,,,,,5/10/22,5/10/22,0,0,0,4,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
704,cerio,25,0,25,1,,,,,5/12/22,5/12/22,0,0,1,3,0,5,0,5,0,4,0,0,0,2,0,2,0,4,0,5,0,2,0,3,0,3,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
705,cerio,25,0,25,1,,,,4/22/22,NA,4/22/22,0,0,0,2,1,6,0,5,1,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,cerio,25,0,25,1,,,1,4/16/22,NA,4/16/22,0,0,0,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,cerio,25,0,25,1,,,,,5/14/22,5/14/22,0,0,0,3,1,2,0,4,2,0,6,0,6,0,6,0,3,0,3,0,1,0,5,0,0,1,0,0,0,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
708,cerio,25,0,25,1,,,,,4/28/22,4/28/22,0,0,3,0,5,4,0,0,0,4,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
709,cerio,25,0,25,1,,,,,5/10/22,5/10/22,0,0,2,0,2,0,1,0,3,4,0,5,0,2,0,3,0,5,0,3,0,0,0,0,2,4,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
710,cerio,25,0,25,1,,,,5/3/22,NA,5/3/22,0,0,2,0,3,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,cerio,25,0,25,1,,1,,5/17/22,NA,5/17/22,0,0,3,3,0,6,0,4,0,4,0,3,0,3,0,3,0,3,0,1,0,2,0,3,0,4,0,4,0,4,0,4,0,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,0
712,cerio,25,0,25,1,,,,,4/29/22,4/29/22,0,0,2,3,0,2,0,3,0,2,0,1,2,0,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,cerio,25,0,25,1,,,,,4/17/22,4/17/22,0,2,0,4,1,4,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,cerio,25,0,25,1,,,,,5/5/22,5/5/22,0,2,0,3,0,5,0,3,0,8,0,4,0,5,0,4,0,7,0,5,0,4,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
715,cerio,25,0,25,1,,,,,5/10/22,5/10/22,0,2,0,4,0,2,0,4,0,4,0,5,3,5,0,6,0,7,0,4,0,0,3,0,1,2,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
716,cerio,25,0,25,1,,,,,4/20/22,4/20/22,0,2,0,2,0,4,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
717,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,3,0,2,0,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
718,cerio,25,0,25,1,,1,,5/17/22,NA,5/17/22,0,0,2,0,0,0,2,0,6,0,3,0,5,0,4,0,4,0,3,0,3,0,0,1,2,0,4,0,3,0,3,0,0,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,0
719,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
720,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,0,2,2,0,3,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
721,cerio,25,0,25,1,,,,,5/9/22,5/9/22,0,0,1,0,2,1,2,0,2,0,4,0,0,0,3,0,2,0,0,2,0,0,0,1,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
726,cerio,25,0,25,1,,,,,4/18/22,4/18/22,0,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
727,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,0,2,0,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
728,cerio,25,0,25,1,,,,,4/18/22,4/18/22,0,1,0,0,0,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
729,cerio,25,0,25,1,,,,,4/20/22,4/20/22,0,4,0,3,5,4,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
730,cerio,25,0,25,1,,,,,4/18/22,4/18/22,0,0,0,2,0,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
731,cerio,25,0,25,1,,1,,5/17/22,NA,5/17/22,0,4,0,4,0,4,0,4,0,5,0,2,1,5,0,6,0,6,0,4,0,3,0,2,0,4,0,4,0,3,0,3,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,0
732,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,3,0,4,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
733,cerio,25,0,25,1,,,,,4/21/22,4/21/22,0,2,0,0,0,4,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
734,cerio,25,0,25,1,,,,4/21/22,NA,4/21/22,0,3,0,2,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,cerio,25,0,25,1,,,,,4/18/22,4/18/22,0,0,0,3,0,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
736,cerio,25,0,25,1,,,,,4/17/22,4/17/22,0,3,3,2,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
737,cerio,25,0,25,1,,,,,4/29/22,4/29/22,0,0,2,2,0,3,0,5,0,2,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
738,cerio,25,0,25,1,,,,4/10/22,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,cerio,25,0,25,1,,,,,4/17/22,4/17/22,0,2,0,3,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
740,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,3,0,3,0,2,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
741,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,2,0,3,0,3,0,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
742,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,1,0,4,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
743,cerio,25,0,25,1,,,,,4/20/22,4/20/22,0,0,2,0,3,0,3,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
744,cerio,25,0,25,1,,,,,4/18/22,4/18/22,0,0,2,0,0,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
745,cerio,25,0,25,1,,,,,4/21/22,4/21/22,0,0,3,3,0,2,1,3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
746,cerio,25,0,25,1,,1,,5/17/22,NA,5/17/22,0,2,0,3,0,2,0,2,0,2,0,2,0,4,0,3,0,0,0,2,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
747,cerio,25,0,25,1,,,,4/10/22,NA,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,0,3,0,2,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
749,cerio,25,0,25,1,,,,,4/24/22,4/24/22,0,1,0,0,0,6,0,5,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
750,cerio,25,0,25,1,,,,,4/19/22,4/19/22,0,2,1,1,0,4,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
